Targa,Scadenza,Data_pagamento,Primo_Avviso,Secondo_Avviso,Bollo,Mora,Interessi
"EW386BR","12/31/15 00:00:00","01/28/16 00:00:00","01/07/16 00:00:00",,237.35,,
"EW386BR","04/30/16 00:00:00","05/31/16 00:00:00","05/02/16 00:00:00",,237.35,,
"EW386BR","08/31/16 00:00:00","09/29/16 00:00:00","09/01/16 00:00:00",,237.35,,
"EW386BR","12/31/16 00:00:00","01/31/17 00:00:00","01/10/17 00:00:00",,237.35,,
"EW386BR","04/30/17 00:00:00","05/29/17 00:00:00","05/02/17 00:00:00",,237.35,,
"EW386BR","08/31/17 00:00:00","09/26/17 00:00:00","09/01/17 00:00:00",,237.35,,
"EW386BR","12/31/17 00:00:00","01/30/18 00:00:00","01/09/18 00:00:00",,237.35,,
"EW386BR","04/30/18 00:00:00","05/31/18 00:00:00","05/08/18 00:00:00",,237.35,,
"EW386BR","08/31/18 00:00:00","09/28/18 00:00:00","09/07/18 00:00:00",,237.35,,
"EW386BR","12/31/18 00:00:00","01/30/19 00:00:00","01/07/19 00:00:00","01/08/19 00:00:00",237.35,,
"EW386BR","04/30/19 00:00:00","05/29/19 00:00:00","05/02/19 00:00:00",,237.35,,
"EW386BR","08/31/19 00:00:00","09/30/19 00:00:00","09/03/19 00:00:00",,237.35,,
"EW386BR","12/31/19 00:00:00","01/30/20 00:00:00",,,237.35,,
"EW386BR","04/30/20 00:00:00","05/28/20 00:00:00",,,237.35,,
"EW386BR","08/31/20 00:00:00","09/29/20 00:00:00",,,237.35,,
"EW386BR","12/31/20 00:00:00","01/27/21 00:00:00",,,237.35,,
"EW386BR","04/30/21 00:00:00","05/28/21 00:00:00",,,237.35,,
"EW386BR","08/31/21 00:00:00","09/29/21 00:00:00","09/10/21 00:00:00",,237.35,,
"EW386BR","12/31/21 00:00:00","01/28/22 00:00:00",,,237.35,,
"EW386BR","04/30/22 00:00:00","05/31/22 00:00:00",,,237.35,,
"EW386BR","08/31/22 00:00:00","09/30/22 00:00:00",,,237.35,,
"EW386BR","12/31/22 00:00:00","01/30/23 00:00:00",,,237.35,,
"EW386BR","04/30/23 00:00:00","05/30/23 00:00:00",,,237.35,,
"EW386BR","08/31/23 00:00:00","09/28/23 00:00:00",,,237.35,,
"EW386BR","12/31/23 00:00:00","01/30/24 00:00:00",,,237.35,,
"EW386BR","04/30/24 00:00:00","05/29/24 00:00:00",,,237.35,,
"EW386BR","08/31/24 00:00:00","09/27/24 00:00:00",,,237.35,,
"EW386BR","12/31/24 00:00:00","01/29/25 00:00:00",,,237.35,,
"FP488PN","04/30/55 00:00:00",,,,244.52,,
"FP488PN","04/30/56 00:00:00",,,,244.52,,
"FP488PN","04/30/57 00:00:00",,,,244.52,,
"FP488PN","04/30/58 00:00:00",,,,244.52,,
"FP488PN","04/30/59 00:00:00",,,,244.52,,
"FP488PN","04/30/60 00:00:00",,,,244.52,,
"FP488PN","04/30/61 00:00:00",,,,244.52,,
"FP488PN","04/30/62 00:00:00",,,,244.52,,
"FP488PN","04/30/63 00:00:00",,,,244.52,,
"FP488PN","04/30/64 00:00:00",,,,244.52,,
"FP488PN","04/30/65 00:00:00",,,,244.52,,
"FP488PN","04/30/66 00:00:00",,,,244.52,,
"FP488PN","04/30/67 00:00:00",,,,244.52,,
"FP488PN","04/30/68 00:00:00",,,,244.52,,
"FP488PN","04/30/69 00:00:00",,,,244.52,,
"EP569BC","03/31/25 00:00:00","04/07/25 00:00:00",,,1,,
"EP569BC","03/31/26 00:00:00",,,,1,,
"EP569BC","03/31/27 00:00:00",,,,1,,
"EP569BC","03/31/28 00:00:00",,,,1,,
"EP569BC","03/31/29 00:00:00",,,,1,,
"EP569BC","03/31/30 00:00:00",,,,1,,
"EP569BC","03/31/31 00:00:00",,,,1,,
"DX387JW","06/30/29 00:00:00",,,,127.61,,
"DX387JW","10/31/29 00:00:00",,,,127.61,,
"DX387JW","02/28/30 00:00:00",,,,127.61,,
"DX387JW","06/30/30 00:00:00",,,,127.61,,
"DX387JW","10/31/30 00:00:00",,,,127.61,,
"DX387JW","02/28/31 00:00:00",,,,127.61,,
"EF267DC","05/31/27 00:00:00",,,,144.46,,
"EF267DC","09/30/27 00:00:00",,,,144.46,,
"EF267DC","01/31/28 00:00:00",,,,144.46,,
"EF267DC","05/31/28 00:00:00",,,,144.46,,
"EF267DC","09/30/28 00:00:00",,,,144.46,,
"EF267DC","01/31/29 00:00:00",,,,144.46,,
"EF267DC","05/31/29 00:00:00",,,,144.46,,
"EF267DC","09/30/29 00:00:00",,,,144.46,,
"EF267DC","01/31/30 00:00:00",,,,144.46,,
"EF267DC","05/31/30 00:00:00",,,,144.46,,
"EF267DC","09/30/30 00:00:00",,,,144.46,,
"EF267DC","01/31/31 00:00:00",,,,144.46,,
"EP184BC","05/31/28 00:00:00",,,,1,,
"EP184BC","09/30/28 00:00:00",,,,1,,
"EP184BC","01/31/29 00:00:00",,,,1,,
"EP184BC","05/31/29 00:00:00",,,,1,,
"EP184BC","09/30/29 00:00:00",,,,1,,
"EP184BC","01/31/30 00:00:00",,,,1,,
"EP184BC","05/31/30 00:00:00",,,,1,,
"EP184BC","09/30/30 00:00:00",,,,1,,
"EP184BC","01/31/31 00:00:00",,,,1,,
"EP184BC","05/31/31 00:00:00",,,,1,,
"EP184BC","09/30/31 00:00:00",,,,1,,
"EP184BC","01/31/32 00:00:00",,,,1,,
"EP184BC","05/31/32 00:00:00",,,,1,,
"EP184BC","09/30/32 00:00:00",,,,1,,
"EP184BC","01/31/33 00:00:00",,,,1,,
"EP184BC","05/31/33 00:00:00",,,,1,,
"EP184BC","09/30/33 00:00:00",,,,1,,
"EP184BC","01/31/34 00:00:00",,,,1,,
"EP184BC","05/31/34 00:00:00",,,,1,,
"EP184BC","09/30/34 00:00:00",,,,1,,
"EP184BC","01/31/35 00:00:00",,,,1,,
"EP184BC","05/31/35 00:00:00",,,,1,,
"EP184BC","09/30/35 00:00:00",,,,1,,
"EP184BC","01/31/36 00:00:00",,,,1,,
"EP184BC","05/31/36 00:00:00",,,,1,,
"EP184BC","09/30/36 00:00:00",,,,1,,
"EP184BC","01/31/37 00:00:00",,,,1,,
"EP184BC","05/31/37 00:00:00",,,,1,,
"EP184BC","09/30/37 00:00:00",,,,1,,
"EP184BC","01/31/38 00:00:00",,,,1,,
"EP184BC","05/31/38 00:00:00",,,,1,,
"EP184BC","09/30/38 00:00:00",,,,1,,
"EP184BC","01/31/39 00:00:00",,,,1,,
"EP184BC","05/31/39 00:00:00",,,,1,,
"EP184BC","09/30/39 00:00:00",,,,1,,
"EP184BC","01/31/40 00:00:00",,,,1,,
"EP184BC","05/31/40 00:00:00",,,,1,,
"FV006KB","06/30/55 00:00:00",,,,56.67,,
"FV006KB","06/30/56 00:00:00",,,,56.67,,
"FV006KB","06/30/57 00:00:00",,,,56.67,,
"FV006KB","06/30/58 00:00:00",,,,56.67,,
"FV006KB","06/30/59 00:00:00",,,,56.67,,
"FV006KB","06/30/60 00:00:00",,,,56.67,,
"FV006KB","06/30/61 00:00:00",,,,56.67,,
"FV006KB","06/30/62 00:00:00",,,,56.67,,
"EP569BC","03/31/32 00:00:00",,,,1,,
"EP569BC","03/31/33 00:00:00",,,,1,,
"EP569BC","03/31/34 00:00:00",,,,1,,
"EP569BC","03/31/35 00:00:00",,,,1,,
"EP569BC","03/31/36 00:00:00",,,,1,,
"EP569BC","03/31/37 00:00:00",,,,1,,
"EP569BC","03/31/38 00:00:00",,,,1,,
"EP569BC","03/31/39 00:00:00",,,,1,,
"EP569BC","03/31/40 00:00:00",,,,1,,
"EP569BC","03/31/41 00:00:00",,,,1,,
"EP569BC","03/31/42 00:00:00",,,,1,,
"EP569BC","03/31/43 00:00:00",,,,1,,
"EP569BC","03/31/44 00:00:00",,,,1,,
"EP569BC","03/31/45 00:00:00",,,,1,,
"EP569BC","03/31/46 00:00:00",,,,1,,
"EP569BC","03/31/47 00:00:00",,,,1,,
"EP569BC","03/31/48 00:00:00",,,,1,,
"EP569BC","03/31/49 00:00:00",,,,1,,
"EP569BC","03/31/50 00:00:00",,,,1,,
"EP569BC","03/31/51 00:00:00",,,,1,,
"EP569BC","03/31/52 00:00:00",,,,1,,
"EP569BC","03/31/53 00:00:00",,,,1,,
"EP569BC","03/31/54 00:00:00",,,,1,,
"EP569BC","03/31/55 00:00:00",,,,1,,
"EP569BC","03/31/56 00:00:00",,,,1,,
"EP569BC","03/31/57 00:00:00",,,,1,,
"EP569BC","03/31/58 00:00:00",,,,1,,
"EP569BC","03/31/59 00:00:00",,,,1,,
"EP569BC","03/31/60 00:00:00",,,,1,,
"EP569BC","03/31/61 00:00:00",,,,1,,
"EP569BC","03/31/62 00:00:00",,,,1,,
"EP569BC","03/31/63 00:00:00",,,,1,,
"EP569BC","03/31/64 00:00:00",,,,1,,
"EP569BC","03/31/65 00:00:00",,,,1,,
"EP569BC","03/31/66 00:00:00",,,,1,,
"EP569BC","03/31/67 00:00:00",,,,1,,
"EP569BC","03/31/68 00:00:00",,,,1,,
"EP569BC","03/31/69 00:00:00",,,,1,,
"EP569BC","03/31/70 00:00:00",,,,1,,
"EP569BC","03/31/71 00:00:00",,,,1,,
"EP569BC","03/31/72 00:00:00",,,,1,,
"EP569BC","03/31/73 00:00:00",,,,1,,
"EP569BC","03/31/74 00:00:00",,,,1,,
"FV912DG","09/30/24 00:00:00","10/03/24 00:00:00",,,1,,
"FV912DG","09/30/25 00:00:00","10/09/25 00:00:00",,,1,,
"FV912DG","09/30/26 00:00:00",,,,1,,
"FV912DG","09/30/27 00:00:00",,,,1,,
"FV912DG","09/30/28 00:00:00",,,,1,,
"FV912DG","09/30/29 00:00:00",,,,1,,
"FV912DG","09/30/30 00:00:00",,,,1,,
"FV912DG","09/30/31 00:00:00",,,,1,,
"GX992AE","01/31/30 00:00:00",,,,1,,
"GX992AE","05/31/30 00:00:00",,,,1,,
"GX992AE","09/30/30 00:00:00",,,,1,,
"GX992AE","01/31/31 00:00:00",,,,1,,
"GX992AE","05/31/31 00:00:00",,,,1,,
"GX992AE","09/30/31 00:00:00",,,,1,,
"GX992AE","01/31/32 00:00:00",,,,1,,
"GX992AE","05/31/32 00:00:00",,,,1,,
"GX992AE","09/30/32 00:00:00",,,,1,,
"GX992AE","01/31/33 00:00:00",,,,1,,
"GX992AE","05/31/33 00:00:00",,,,1,,
"GX992AE","09/30/33 00:00:00",,,,1,,
"GX992AE","01/31/34 00:00:00",,,,1,,
"GX992AE","05/31/34 00:00:00",,,,1,,
"GX992AE","09/30/34 00:00:00",,,,1,,
"GX992AE","01/31/35 00:00:00",,,,1,,
"GX992AE","05/31/35 00:00:00",,,,1,,
"GX992AE","09/30/35 00:00:00",,,,1,,
"GX992AE","01/31/36 00:00:00",,,,1,,
"GX992AE","05/31/36 00:00:00",,,,1,,
"GX992AE","09/30/36 00:00:00",,,,1,,
"GX992AE","01/31/37 00:00:00",,,,1,,
"GX992AE","05/31/37 00:00:00",,,,1,,
"GX992AE","09/30/37 00:00:00",,,,1,,
"GX992AE","01/31/38 00:00:00",,,,1,,
"GX992AE","05/31/38 00:00:00",,,,1,,
"GX992AE","09/30/38 00:00:00",,,,1,,
"GX992AE","01/31/39 00:00:00",,,,1,,
"GX992AE","05/31/39 00:00:00",,,,1,,
"GX992AE","09/30/39 00:00:00",,,,1,,
"GX992AE","01/31/40 00:00:00",,,,1,,
"GX992AE","05/31/40 00:00:00",,,,1,,
"GX992AE","09/30/40 00:00:00",,,,1,,
"GX992AE","01/31/41 00:00:00",,,,1,,
"GX992AE","05/31/41 00:00:00",,,,1,,
"GX992AE","09/30/41 00:00:00",,,,1,,
"GY007DV","01/31/25 00:00:00","03/31/25 00:00:00",,,1,,
"GY007DV","05/31/25 00:00:00","06/30/25 00:00:00",,,1,,
"GY007DV","09/30/25 00:00:00","10/29/25 00:00:00",,,1,,
"GY007DV","01/31/26 00:00:00",,,,1,,
"GY007DV","05/31/26 00:00:00",,,,1,,
"GY007DV","09/30/26 00:00:00",,,,1,,
"GY007DV","01/31/27 00:00:00",,,,1,,
"GY007DV","05/31/27 00:00:00",,,,1,,
"GY007DV","09/30/27 00:00:00",,,,1,,
"GY007DV","01/31/28 00:00:00",,,,1,,
"GY007DV","05/31/28 00:00:00",,,,1,,
"GY007DV","09/30/28 00:00:00",,,,1,,
"GY007DV","01/31/29 00:00:00",,,,1,,
"EF932MZ","05/31/14 00:00:00","10/29/14 00:00:00","08/01/14 00:00:00",,190.87,,
"EF932MZ","09/30/14 00:00:00","10/29/14 00:00:00","10/01/14 00:00:00",,190.87,,
"EF932MZ","01/31/15 00:00:00","02/26/15 00:00:00","02/05/15 00:00:00",,190.87,,
"EF932MZ","05/31/15 00:00:00","06/30/15 00:00:00","06/16/15 00:00:00",,190.87,,
"EF932MZ","09/30/15 00:00:00","10/30/15 00:00:00","10/02/15 00:00:00",,190.87,,
"EF932MZ","01/31/16 00:00:00","02/29/16 00:00:00","02/02/16 00:00:00",,190.87,,
"EF932MZ","05/31/16 00:00:00","06/27/16 00:00:00","06/13/16 00:00:00",,190.87,,
"EF932MZ","09/30/16 00:00:00","10/19/16 00:00:00",,,190.87,,
"EF932MZ","01/31/17 00:00:00","02/24/17 00:00:00","02/01/17 00:00:00",,190.87,,
"EF932MZ","05/31/17 00:00:00","06/21/17 00:00:00","06/06/17 00:00:00",,190.87,,
"EF932MZ","09/30/17 00:00:00","10/30/17 00:00:00","10/03/17 00:00:00",,190.87,,
"EF932MZ","01/31/18 00:00:00","02/28/18 00:00:00","02/05/18 00:00:00",,190.87,,
"EF932MZ","05/31/18 00:00:00","06/28/18 00:00:00","06/11/18 00:00:00",,190.87,,
"EF932MZ","09/30/18 00:00:00","10/31/18 00:00:00","10/02/18 00:00:00",,190.87,,
"EF932MZ","01/31/19 00:00:00","02/26/19 00:00:00","02/01/19 00:00:00",,190.87,,
"EF932MZ","05/31/19 00:00:00","06/26/19 00:00:00","06/10/19 00:00:00",,190.87,,
"EF932MZ","09/30/19 00:00:00","10/24/19 00:00:00","10/02/19 00:00:00",,190.87,,
"EF932MZ","01/31/20 00:00:00","02/28/20 00:00:00",,"02/18/20 00:00:00",190.87,,
"EF932MZ","05/31/20 00:00:00","06/26/20 00:00:00",,,190.87,,
"EF932MZ","09/30/20 00:00:00","10/30/20 00:00:00",,,190.87,,
"EF932MZ","01/31/21 00:00:00","03/01/21 00:00:00",,,190.87,,
"EF932MZ","05/31/21 00:00:00","06/29/21 00:00:00",,,190.87,,
"EF932MZ","09/30/21 00:00:00","10/29/21 00:00:00",,,190.87,,
"EF932MZ","01/31/22 00:00:00","02/25/22 00:00:00",,,190.87,,
"EF932MZ","05/31/22 00:00:00","06/28/22 00:00:00",,,190.87,,
"EF932MZ","09/30/22 00:00:00","10/27/22 00:00:00",,,190.87,,
"EF932MZ","01/31/23 00:00:00","02/24/23 00:00:00",,,190.87,,
"EF932MZ","05/31/23 00:00:00","06/30/23 00:00:00",,,190.87,,
"EF932MZ","09/30/23 00:00:00","10/19/23 00:00:00",,,190.87,,
"EF932MZ","01/31/24 00:00:00","02/27/24 00:00:00",,,190.87,,
"EF932MZ","05/31/24 00:00:00","06/27/24 00:00:00",,,190.87,,
"EF932MZ","09/30/24 00:00:00","10/29/24 00:00:00",,,190.87,,
"EF932MZ","01/31/25 00:00:00","02/26/25 00:00:00",,,190.87,,
"EF932MZ","05/31/25 00:00:00","06/30/25 00:00:00",,,190.87,,
"EF932MZ","09/30/25 00:00:00","10/28/25 00:00:00",,,190.87,,
"EF932MZ","01/31/26 00:00:00",,,,190.87,,
"EF932MZ","05/31/26 00:00:00",,,,190.87,,
"EF932MZ","09/30/26 00:00:00",,,,190.87,,
"EF932MZ","01/31/27 00:00:00",,,,190.87,,
"EF932MZ","05/31/27 00:00:00",,,,190.87,,
"EF932MZ","09/30/27 00:00:00",,,,190.87,,
"EF932MZ","01/31/28 00:00:00",,,,190.87,,
"EF932MZ","05/31/28 00:00:00",,,,190.87,,
"EF932MZ","09/30/28 00:00:00",,,,190.87,,
"EF932MZ","01/31/29 00:00:00",,,,190.87,,
"EF932MZ","05/31/29 00:00:00",,,,190.87,,
"EF932MZ","09/30/29 00:00:00",,,,190.87,,
"EF932MZ","01/31/30 00:00:00",,,,190.87,,
"EF932MZ","05/31/30 00:00:00",,,,190.87,,
"EF932MZ","09/30/30 00:00:00",,,,190.87,,
"EF932MZ","01/31/31 00:00:00",,,,190.87,,
"EF933MZ","05/31/14 00:00:00","10/29/14 00:00:00","08/01/14 00:00:00",,190.87,,
"EF933MZ","09/30/14 00:00:00","10/29/14 00:00:00","10/01/14 00:00:00",,190.87,,
"EF933MZ","01/31/15 00:00:00","02/26/15 00:00:00","02/05/15 00:00:00",,190.87,,
"EF933MZ","05/31/15 00:00:00","06/30/15 00:00:00","06/16/15 00:00:00",,190.87,,
"EF933MZ","09/30/15 00:00:00","10/30/15 00:00:00","10/02/15 00:00:00",,190.87,,
"EL298HE","12/31/18 00:00:00","01/24/19 00:00:00",,,322.61,,
"EL298HE","04/30/19 00:00:00","05/27/19 00:00:00","05/02/19 00:00:00",,322.61,,
"EL298HE","08/31/19 00:00:00","09/27/19 00:00:00","09/03/19 00:00:00",,322.61,,
"EL298HE","12/31/19 00:00:00","01/28/20 00:00:00",,,322.61,,
"EL298HE","04/30/20 00:00:00","05/26/20 00:00:00",,,322.61,,
"EL298HE","08/31/20 00:00:00","09/28/20 00:00:00",,,322.61,,
"EL298HE","12/31/20 00:00:00","01/28/21 00:00:00",,,322.61,,
"EL298HE","04/30/21 00:00:00","05/26/21 00:00:00",,,322.61,,
"EL298HE","08/31/21 00:00:00","09/23/21 00:00:00","09/10/21 00:00:00",,322.61,,
"EL298HE","12/31/21 00:00:00","01/25/22 00:00:00",,,322.61,,
"EL298HE","04/30/22 00:00:00","05/24/22 00:00:00",,,322.61,,
"EL298HE","08/31/22 00:00:00","09/28/22 00:00:00",,,322.61,,
"EL298HE","12/31/22 00:00:00","01/25/23 00:00:00",,,322.61,,
"EL298HE","04/30/23 00:00:00","05/24/23 00:00:00",,,322.61,,
"EL298HE","08/31/23 00:00:00","09/26/23 00:00:00",,,322.61,,
"GJ263BR","02/28/38 00:00:00",,,,1,,
"GJ263BR","06/30/38 00:00:00",,,,1,,
"GJ263BR","10/31/38 00:00:00",,,,1,,
"GJ264BR","02/28/22 00:00:00","05/31/22 00:00:00",,,1,,
"GJ264BR","06/30/22 00:00:00","07/28/22 00:00:00",,,1,,
"GJ264BR","10/31/22 00:00:00","11/29/22 00:00:00",,,1,,
"GJ264BR","02/28/23 00:00:00","03/29/23 00:00:00",,,1,,
"GJ264BR","06/30/23 00:00:00","07/26/23 00:00:00",,,1,,
"GJ264BR","10/31/23 00:00:00","11/29/23 00:00:00",,,1,,
"GJ264BR","02/29/24 00:00:00","03/30/24 00:00:00",,,1,,
"GJ264BR","06/30/24 00:00:00","07/31/24 00:00:00",,,1,,
"GJ264BR","10/31/24 00:00:00","11/28/24 00:00:00",,,1,,
"GJ264BR","02/28/25 00:00:00","01/31/25 00:00:00",,,1,,
"GJ264BR","06/30/25 00:00:00","07/28/25 00:00:00",,,1,,
"GJ264BR","10/31/25 00:00:00","11/19/25 00:00:00",,,1,,
"GJ264BR","02/28/26 00:00:00",,,,1,,
"GJ264BR","06/30/26 00:00:00",,,,1,,
"GJ264BR","10/31/26 00:00:00",,,,1,,
"GJ264BR","02/28/27 00:00:00",,,,1,,
"GJ264BR","06/30/27 00:00:00",,,,1,,
"GJ264BR","10/31/27 00:00:00",,,,1,,
"GJ264BR","02/29/28 00:00:00",,,,1,,
"GJ264BR","06/30/28 00:00:00",,,,1,,
"GJ264BR","10/31/28 00:00:00",,,,1,,
"GJ264BR","02/28/29 00:00:00",,,,1,,
"GJ264BR","06/30/29 00:00:00",,,,1,,
"GJ264BR","10/31/29 00:00:00",,,,1,,
"GJ264BR","02/28/30 00:00:00",,,,1,,
"GJ264BR","06/30/30 00:00:00",,,,1,,
"GJ264BR","10/31/30 00:00:00",,,,1,,
"GJ264BR","02/28/31 00:00:00",,,,1,,
"GJ264BR","06/30/31 00:00:00",,,,1,,
"GJ264BR","10/31/31 00:00:00",,,,1,,
"GJ264BR","02/29/32 00:00:00",,,,1,,
"GJ264BR","06/30/32 00:00:00",,,,1,,
"GJ264BR","10/31/32 00:00:00",,,,1,,
"GJ264BR","02/28/33 00:00:00",,,,1,,
"FV912DG","09/30/32 00:00:00",,,,1,,
"FV912DG","09/30/33 00:00:00",,,,1,,
"FV912DG","09/30/34 00:00:00",,,,1,,
"EL298HE","12/31/23 00:00:00","01/26/24 00:00:00",,,322.61,,
"EL298HE","04/30/24 00:00:00","05/28/24 00:00:00",,,322.61,,
"EL298HE","08/31/24 00:00:00","09/30/24 00:00:00",,,322.61,,
"EL298HE","12/31/24 00:00:00","01/28/25 00:00:00",,,322.61,,
"EL298HE","04/30/25 00:00:00","05/20/25 00:00:00",,,322.61,,
"EL298HE","08/31/25 00:00:00","09/26/25 00:00:00",,,322.61,,
"EL298HE","12/31/25 00:00:00","01/27/26 00:00:00",,,322.61,,
"EL298HE","04/30/26 00:00:00",,,,322.61,,
"EL298HE","08/31/26 00:00:00",,,,322.61,,
"EL298HE","12/31/26 00:00:00",,,,322.61,,
"EL298HE","04/30/27 00:00:00",,,,322.61,,
"EL298HE","08/31/27 00:00:00",,,,322.61,,
"EL298HE","12/31/27 00:00:00",,,,322.61,,
"EL298HE","04/30/28 00:00:00",,,,322.61,,
"EL298HE","08/31/28 00:00:00",,,,322.61,,
"EL298HE","12/31/28 00:00:00",,,,322.61,,
"EL298HE","04/30/29 00:00:00",,,,322.61,,
"EL298HE","08/31/29 00:00:00",,,,322.61,,
"EL298HE","12/31/29 00:00:00",,,,322.61,,
"EL298HE","04/30/30 00:00:00",,,,322.61,,
"EL298HE","08/31/30 00:00:00",,,,322.61,,
"EL298HE","12/31/30 00:00:00",,,,322.61,,
"EL298HE","04/30/31 00:00:00",,,,322.61,,
"EL298HE","08/31/31 00:00:00",,,,322.61,,
"EL298HE","12/31/31 00:00:00",,,,322.61,,
"EL298HE","04/30/32 00:00:00",,,,322.61,,
"EL298HE","08/31/32 00:00:00",,,,322.61,,
"EL298HE","12/31/32 00:00:00",,,,322.61,,
"EL298HE","04/30/33 00:00:00",,,,322.61,,
"EL298HE","08/31/33 00:00:00",,,,322.61,,
"EL298HE","12/31/33 00:00:00",,,,322.61,,
"EL298HE","04/30/34 00:00:00",,,,322.61,,
"EL298HE","08/31/34 00:00:00",,,,322.61,,
"EL298HE","12/31/34 00:00:00",,,,322.61,,
"EL298HE","04/30/35 00:00:00",,,,322.61,,
"GX845AE","04/30/30 00:00:00",,,,1,,
"GX845AE","08/31/30 00:00:00",,,,1,,
"GX845AE","12/31/30 00:00:00",,,,1,,
"GX845AE","04/30/31 00:00:00",,,,1,,
"GX845AE","08/31/31 00:00:00",,,,1,,
"GX845AE","12/31/31 00:00:00",,,,1,,
"GX845AE","04/30/32 00:00:00",,,,1,,
"GX845AE","08/31/32 00:00:00",,,,1,,
"GX845AE","12/31/32 00:00:00",,,,1,,
"GX845AE","04/30/33 00:00:00",,,,1,,
"GX845AE","08/31/33 00:00:00",,,,1,,
"GX845AE","12/31/33 00:00:00",,,,1,,
"GX845AE","04/30/34 00:00:00",,,,1,,
"GX845AE","08/31/34 00:00:00",,,,1,,
"GX845AE","12/31/34 00:00:00",,,,1,,
"GX845AE","04/30/35 00:00:00",,,,1,,
"GX845AE","08/31/35 00:00:00",,,,1,,
"GX845AE","12/31/35 00:00:00",,,,1,,
"GX845AE","04/30/36 00:00:00",,,,1,,
"GX845AE","08/31/36 00:00:00",,,,1,,
"EF933MZ","01/31/16 00:00:00","02/29/16 00:00:00","02/02/16 00:00:00",,190.87,,
"EF933MZ","05/31/16 00:00:00","06/27/16 00:00:00","06/13/16 00:00:00",,190.87,,
"EF933MZ","09/30/16 00:00:00","10/19/16 00:00:00",,,190.87,,
"EF933MZ","01/31/17 00:00:00","02/24/17 00:00:00","02/01/17 00:00:00",,190.87,,
"EF933MZ","05/31/17 00:00:00","06/21/17 00:00:00","06/06/17 00:00:00",,190.87,,
"EF933MZ","09/30/17 00:00:00","10/30/17 00:00:00","10/03/17 00:00:00",,190.87,,
"EF933MZ","01/31/18 00:00:00","02/28/18 00:00:00","02/05/18 00:00:00",,190.87,,
"EF933MZ","05/31/18 00:00:00","06/28/18 00:00:00","06/11/18 00:00:00",,190.87,,
"EF933MZ","09/30/18 00:00:00","10/31/18 00:00:00","10/02/18 00:00:00",,190.87,,
"EF933MZ","01/31/19 00:00:00","02/26/19 00:00:00","02/01/19 00:00:00",,190.87,,
"EF933MZ","05/31/19 00:00:00","06/26/19 00:00:00","06/10/19 00:00:00",,190.87,,
"EF933MZ","09/30/19 00:00:00","10/24/19 00:00:00","10/02/19 00:00:00",,190.87,,
"EF933MZ","01/31/20 00:00:00","02/28/20 00:00:00",,"02/18/20 00:00:00",190.87,,
"EF933MZ","05/31/20 00:00:00","06/26/20 00:00:00",,,190.87,,
"EF933MZ","09/30/20 00:00:00","10/30/20 00:00:00",,,190.87,,
"EF933MZ","01/31/21 00:00:00","03/01/21 00:00:00",,,190.87,,
"EF933MZ","05/31/21 00:00:00","06/29/21 00:00:00",,,190.87,,
"EF933MZ","09/30/21 00:00:00","10/29/21 00:00:00",,,190.87,,
"EF933MZ","01/31/22 00:00:00","02/25/22 00:00:00",,,190.87,,
"EF933MZ","05/31/22 00:00:00","06/28/22 00:00:00",,,190.87,,
"EF933MZ","09/30/22 00:00:00","10/27/22 00:00:00",,,190.87,,
"EF933MZ","01/31/23 00:00:00","02/24/23 00:00:00",,,190.87,,
"EF933MZ","05/31/23 00:00:00","06/30/23 00:00:00",,,190.87,,
"EF933MZ","09/30/23 00:00:00","10/19/23 00:00:00",,,190.87,,
"EF933MZ","01/31/24 00:00:00","02/27/24 00:00:00",,,190.87,,
"EF933MZ","05/31/24 00:00:00","06/27/24 00:00:00",,,190.87,,
"EF933MZ","09/30/24 00:00:00","10/29/24 00:00:00",,,190.87,,
"EF933MZ","01/31/25 00:00:00","02/26/25 00:00:00",,,190.87,,
"EF933MZ","05/31/25 00:00:00","06/30/25 00:00:00",,,190.87,,
"EF933MZ","09/30/25 00:00:00","10/28/25 00:00:00",,,190.87,,
"EF933MZ","01/31/26 00:00:00",,,,190.87,,
"EF933MZ","05/31/26 00:00:00",,,,190.87,,
"EF933MZ","09/30/26 00:00:00",,,,190.87,,
"EF933MZ","01/31/27 00:00:00",,,,190.87,,
"EF933MZ","05/31/27 00:00:00",,,,190.87,,
"EF933MZ","09/30/27 00:00:00",,,,190.87,,
"EF933MZ","01/31/28 00:00:00",,,,190.87,,
"EF933MZ","05/31/28 00:00:00",,,,190.87,,
"EF933MZ","09/30/28 00:00:00",,,,190.87,,
"EF933MZ","01/31/29 00:00:00",,,,190.87,,
"EF933MZ","05/31/29 00:00:00",,,,190.87,,
"EF933MZ","09/30/29 00:00:00",,,,190.87,,
"EF933MZ","01/31/30 00:00:00",,,,190.87,,
"EF933MZ","05/31/30 00:00:00",,,,190.87,,
"EF933MZ","09/30/30 00:00:00",,,,190.87,,
"EF933MZ","01/31/31 00:00:00",,,,190.87,,
"GJ264BR","06/30/33 00:00:00",,,,1,,
"GJ264BR","10/31/33 00:00:00",,,,1,,
"GJ264BR","02/28/34 00:00:00",,,,1,,
"GJ264BR","06/30/34 00:00:00",,,,1,,
"GJ264BR","10/31/34 00:00:00",,,,1,,
"GJ264BR","02/28/35 00:00:00",,,,1,,
"GJ264BR","06/30/35 00:00:00",,,,1,,
"GJ264BR","10/31/35 00:00:00",,,,1,,
